"שם האירוע","מועד האירוע","מיקום האירוע","כמות כרטיסים שהוקצו","כמות כרטיסים שנמכרו","סה""כ מכירות בש""ח","סה""כ החזרים בש""ח","סה""כ עמלות בש""ח","סה""כ למוכר בש""ח","סה""כ מזומן"
"הפורצת 29.12 The Burglar","29.12.2019 21:30","אולם 6 / Auditorium 6",250,1,15,0,0.6,14.4,0
"ג'וקר 30.12 Joker","30.12.2019 21:00","אולם 5 / Auditorium 5",250,37,480,0,15.8,379.2,85
"הפורצת 30.12 The Burglar","30.12.2019 21:30","אולם 6 / Auditorium 6",250,0,0,0,0,0,0
"גיבור אמריקאי 1.1 A Family Man","01.01.2020 21:30","אולם 6 / Auditorium 6",250,1,0,0,0,0,0
"הפורצת 1.1 The Burglar","01.01.2020 21:30","אולם 5 / Auditorium 5",250,0,0,0,0,0,0
"פרופ' שיינר VS ד""ר האוס 5.1.20","05.01.2020 20:15","אולם 6",227,227,0,0,0,0,0
"המרוץ 6.01 Race","06.01.2020 21:00","אולם 5 / Auditorium 5",250,4,65,0,2.6,62.4,0
"פוקימון: הבלש פיקאצ'ו 6.01 Pokémon Detective Pikachu","06.01.2020 21:30","אולם 6",250,0,0,0,0,0,0
"משוגעים מאהבה 7.1","07.01.2020 20:00","אולם 6",200,126,0,0,0,0,0
"טעימה  מהחיים 7.1","07.01.2020 20:00","אולם 5",200,200,0,0,0,0,0
"קרוב להפליא, רועש להחריד 7.1","07.01.2020 21:45","אולם 6",200,133,0,0,0,0,0
"העודף בשבילך 7.1","07.01.2020 21:45","אולם 5",200,132,0,0,0,0,0
"פוקימון: הבלש פיקאצ'ו 13.01 Pokémon Detective Pikachu","13.01.2020 21:00","אולם 6",250,4,70,0,1.6,38.4,30
"מופע האימים של רוקי: מופע העשור! 14.1 Rocky Horror Show","14.01.2020 20:30","אולם 5 Auditorium",230,152,3837,0,140.2,3364.8,332
"פוקימון: הבלש פיקאצ'ו 14.01 Pokémon Detective Pikachu","14.01.2020 21:00","אולם 6",250,5,69,0,0,0,69
"ג'קסי 15.01 Jexi","15.01.2020 21:00","אולם 5 / Auditorium 5",250,3,30,0,0,0,30
"המרוץ 15.01 Race","15.01.2020 21:30","אולם 6 / Auditorium 6",250,4,35,0,0.6,14.4,20
"אפרוסינמה#2: מיניות נשית באפריקה","19.01.2020 20:00","אולם 6",250,119,0,0,0,0,0
"היו זמנים בהוליווד 19.1 Once Upon A Time in Hollywood","19.01.2020 21:00","אולם 5",250,9,78,0,0.8,19.2,58
"כרטיסיית פופקורן תש""פ","20.01.2020 20:00","קולנוע נגטיב",5000,0,0,0,0,0,0
"כרטיסיית לחמניות תש""פ","20.01.2020 20:00","קולנוע נגטיב",5000,0,0,0,0,0,0
"היו זמנים בהוליווד 20.1 Once Upon A Time in Hollywood","20.01.2020 21:00","אולם 6",250,6,0,0,0,0,0
"ג'קסי 20.01 Jexi","20.01.2020 21:30","אולם 5 / Auditorium 5",250,12,110,0,4.4,105.6,0
"היו זמנים בהוליווד 21.1 Once Upon A Time in Hollywood","21.01.2020 21:00","אולם 6",250,4,40,0,1.6,38.4,0
"ג'ומנג'י: השלב הבא 21.1 Jumanji: The Next Level","21.01.2020 21:30","אולם 5",250,16,165,0,5.8,139.2,20
"היו זמנים בהוליווד 22.1 Once Upon A Time in Hollywood","22.01.2020 21:00","אולם 6",250,13,169,0,2.56,61.44,105
"ג'ומנג'י: השלב הבא 22.1 Jumanji: The Next Leve","22.01.2020 21:30","אולם 5",250,6,20,0,0.8,19.2,0
"ג'ומנג'י: השלב הבא 26.1 Jumanji: The Next Level","26.01.2020 21:00","אולם 5",250,18,50,0,2,48,0
"שם פרטי 26.1 What's In A Name","26.01.2020 21:30","אולם 6 Auditorium",250,1,0,0,0,0,0
"מלחמת הכוכבים- פרק 9: עלייתו של סקייווקר 27.1 Star Wars: Episode IX - The Rise of Skywalker","27.01.2020 21:00","אולם 5 Auditorium",250,4,15,0,0.6,14.4,0
"שם פרטי 27.1 What's In A Name","27.01.2020 21:30","אולם 6 Auditorium",250,2,0,0,0,0,0
"מלחמת הכוכבים- פרק 9: עלייתו של סקייווקר 28.1 Star Wars: Episode IX - The Rise of Skywalker","28.01.2020 21:00","אולם 5 Auditorium",250,12,115,0,3.6,86.4,25
"שם פרטי 28.1 What's In A Name","28.01.2020 21:30","אולם 6 Auditorium",250,5,15,0,0,0,15
"מלחמת הכוכבים- פרק 9: עלייתו של סקייווקר 29.1 Star Wars: Episode IX - The Rise of Skywalker","29.01.2020 21:00","אולם 5 Auditorium",250,7,0,0,0,0,0
"שם פרטי 29.1 What's In A Name","29.01.2020 21:30","אולם 6 Auditorium",250,5,60,0,2.4,57.6,0
"כרטיסיית סרטים סמסטר ב תש""פ","02.02.2020 20:00","קולנוע נגטיב",5000,0,0,0,0,0,0
"באטמן נגד סופרמן: שחר הצדק 2.2 Batman v Superman: Dawn of Justice","02.02.2020 21:00","אולם 5 / Auditorium 5",250,9,0,0,0,0,0
"וונדר וומן 3.2 Wonder Woman","03.02.2020 21:00","אולם 5 / Auditorium 5",250,23,0,0,0,0,0
"ליגת הצדק 4.2 Justice League","04.02.2020 21:00","אולם 5 / Auditorium 5",250,23,0,0,0,0,0
"אקוומן 5.2 Aquaman","05.02.2020 21:00","אולם 5 / Auditorium 5",250,27,0,0,0,0,0
טעות,"05.02.2020 21:00","אולם 5 / Auditorium 5",250,0,0,0,0,0,0
"פצצה 9.2 Bombshell","09.02.2020 21:00","אולם 5",250,14,0,0,0,0,0
"לייט נייט 9.2 Late Night","09.02.2020 21:30","אולם 6",250,2,15,0,0,0,15
"פצצה 10.2 Bombshell","10.02.2020 21:00","אולם 5",250,3,0,0,0,0,0
"לייט נייט 10.2 Late Night","10.02.2020 21:30","אולם 6",250,0,0,0,0,0,0
"ונום 11.2 Venom","11.02.2020 21:00","אולם 5 Auditorium",250,4,15,0,0,0,15
"לייט נייט 11.2 Late Night","11.02.2020 21:30","אולם 6",250,1,0,0,0,0,0
"פצצה 12.2 Bombshell","12.02.2020 21:00","אולם 5",250,18,114,0,2.4,57.6,54
"לייט נייט 12.2 Late Night","12.02.2020 21:30","אולם 6",250,3,0,0,0,0,0
"נער החידות ממומביי 16.2 Slumdog Millionaire","16.02.2020 21:00","אולם 5 / Auditorium 5",250,3,0,0,0,0,0
"ארגו 17.2 Argo","17.02.2020 21:00","אולם 5 / Auditorium 5",250,16,0,0,0,0,0
"12 שנים של עבדות 18.2 12 Years A Slave","18.02.2020 21:00","אולם 5 / Auditorium 5",250,11,0,0,0,0,0
"בירדמן 19.2 Birdman","19.02.2020 21:00","אולם 5 / Auditorium 5",250,2,0,0,0,0,0
"מרגלים לא רגילים 23.2 Spies in Disguise","23.02.2020 21:00","אולם 5",250,3,0,0,0,0,0
"ונום 23.2 Venom","23.02.2020 21:30","אולם 6 Auditorium",250,0,0,0,0,0,0
"התיאוריה של הכל 24.2 The Theory of Everything","24.02.2020 21:00","אולם 5",250,0,0,0,0,0,0
"ונום 24.2 Venom","24.02.2020 21:30","אולם 6 Auditorium",250,2,0,0,0,0,0
"מרגלים לא רגילים 25.2 Spies in Disguise","25.02.2020 21:00","אולם 5",250,0,0,0,0,0,0
"ונום 25.2 Venom","25.02.2020 21:30","אולם 6 Auditorium",250,2,0,0,0,0,0
"מרגלים לא רגילים 26.2 Spies in Disguise","26.02.2020 21:00","אולם 5",250,4,40,0,0,0,40
"התיאוריה של הכל 26.2 The Theory of Everything","26.02.2020 21:30","אולם 6",250,2,40,0,0,0,40
"ג'וג'ו ראביט 15.3 Jojo Rabbit","15.03.2020 21:00","אולם 5 Auditorium",250,0,0,0,0,0,0
"הסודות של ג'ואן 15.3 Red Joan","15.03.2020 21:30","אולם 6 Auditorium",250,0,0,0,0,0,0
"ג'וג'ו ראביט 16.3 Jojo Rabbit","16.03.2020 21:00","אולם 5 Auditorium",250,0,0,0,0,0,0
"הסודות של ג'ואן 16.3 Red Joan","16.03.2020 21:30","אולם 6 Auditorium",250,0,0,0,0,0,0
"אירוע פניקס בקולנוע נגטיב! Phoenix 17/3","17.03.2020 20:00","אולם 5 / Hall 5",95,1,190,180,7.6,2.4,0
"ג'וג'ו ראביט 18.3 Jojo Rabbit","18.03.2020 21:00","אולם 5 Auditorium",250,0,0,0,0,0,0
"הסודות של ג'ואן 18.3 Red Joan","18.03.2020 21:30","אולם 6 Auditorium",250,0,0,0,0,0,0
"הלומים בנגטיב! 22/3","22.03.2020 20:00","אולם 5 / Hall 5",250,0,155,155,6.2,-6.2,0
"נשמה של כלב 2 23.3 A Dog's Journey","23.03.2020 21:00","אולם 6 Auditorium",250,0,0,0,0,0,0
"נשים קטנות 23.3 Little Women","23.03.2020 21:30","אולם 5 Auditorium",250,0,0,0,0,0,0
"אירוע חות""ם: הסוסיתא של הרצל 24.3","24.03.2020 19:30","אולם 6",220,0,0,0,0,0,0
"נשמה של כלב 2 25.3 A Dog's Journey","25.03.2020 21:00","אולם 6 Auditorium",250,0,0,0,0,0,0
"נשים קטנות 25.3 Little Women","25.03.2020 21:30","אולם 5 Auditorium",250,0,30,30,1.2,-1.2,0
"אנשים שהם לא אני: הקרנת בכורה בנגטיב 29/3/20","29.03.2020 20:00","אולם 5 / Hall 5",250,8,145,118.5,5.8,20.7,0
"עם הגב לקיר 31.3 Dragged Across Concrete ","31.03.2020 21:00","אולם 6 Auditorium",250,0,0,0,0,0,0
"עם הגב לקיר 1.4 Dragged Across Concrete","01.04.2020 21:00","אולם 6 Auditorium",250,0,0,0,0,0,0
"מלחמה פרטית 5.4 A Private War","05.04.2020 21:00","אולם 6 Auditorium",250,0,0,0,0,0,0
"עם הגב לקיר 6.4 Dragged Across Concrete","06.04.2020 21:00","אולם 6 Auditorium",250,0,0,0,0,0,0
"שם הסרט/ אירוע תאריך Name Eng","06.04.2020 21:00","אולם 6 Auditorium",250,0,0,0,0,0,0
"מלחמה פרטית 7.4 A Private War","07.04.2020 21:00","אולם 6 Auditorium",250,0,0,0,0,0,0
,,,,10002,68033,1069.95,2109.11,46334.94,18249.7


משיכות
מספר,סכום,תאריך,חשבון
8776,2964.48,"23.01.2020 13:19","12 - הפועלים - 770 - 38273 - אגודת הסטודנטים אוניברסיטת בן-גוריון בנגב"
7958,8743.86,"04.12.2019 08:25","12 - הפועלים - 770 - 38273 - אגודת הסטודנטים אוניברסיטת בן-גוריון בנגב"
6671,1356.96,"08.09.2019 06:35","12 - הפועלים - 770 - 38273 - אגודת הסטודנטים אוניברסיטת בן-גוריון בנגב"
6053,8818.88,"14.07.2019 13:43","12 - הפועלים - 770 - 38273 - אגודת הסטודנטים אוניברסיטת בן-גוריון בנגב"
4865,8016.32,"16.04.2019 07:31","12 - הפועלים - 770 - 38273 - אגודת הסטודנטים אוניברסיטת בן-גוריון בנגב"
4057,12385.78,"19.02.2019 11:33","12 - הפועלים - 770 - 38273 - אגודת הסטודנטים אוניברסיטת בן-גוריון בנגב"
,42286.28,,

"קיזוזים והפקדות"
פעולה,סכום,תאריך
,0,

סיכום
"סה""כ הכנסה מאירועים",46334.94
"סה""כ משיכות",42286.28
"סה""כ קיזוזים והפקדות",0
"סה""כ כללי",4048.66
